R_um,f_t0min,f_t10min,f_t20min,f_t30min,f_t40min,f_t50min,f_t60min
2.901376720901126660e+01,9.606919730788223522e-26,4.060177593685303650e-24,3.544943204478875206e-23,4.739822972017399441e-22,5.555124430975751198e-21,5.861034420813873583e-20,5.638090553786560560e-19
2.906370463078848587e+01,7.574575404964740076e-26,3.804802855093622321e-24,2.835965990802433876e-23,3.819044270133208719e-22,4.508898352834949969e-21,4.793565562513524327e-20,4.647504377290129557e-19
2.911364205256570870e+01,5.968451507112644923e-26,3.534904655357407907e-24,2.271017169365324201e-23,3.075011944778179262e-22,3.657286247937586488e-21,3.917861003030477334e-20,3.828329372557506742e-19
2.916357947434292797e+01,4.699961396800965670e-26,3.248993782716246183e-24,1.822949384925327557e-23,2.474198188938865088e-22,2.964556774408990936e-21,3.199966119752613095e-20,3.151378449705312619e-19
2.921351689612015079e+01,3.698760040265992134e-26,2.956687878219721378e-24,1.469597468068249431e-23,1.989385568651635363e-22,2.401452353240573999e-21,2.611847368701602123e-20,2.592350103676412244e-19
2.926345431789737361e+01,2.909023758452559881e-26,2.664884788048836839e-24,1.192908515022087613e-23,1.598432456636287022e-22,1.944025035551189916e-21,2.130376322555269842e-20,2.131025393636045066e-19
2.931339173967459288e+01,2.286481144536781062e-26,2.375289456419180351e-24,9.780009272016910181e-24,1.283508695818661711e-22,1.572693023549453066e-21,1.736485057870507546e-20,1.750594359965713707e-19
2.936332916145181571e+01,1.796045048190017033e-26,2.092314965922258649e-24,8.124191849789824963e-24,1.029882457113625196e-22,1.271453609054159577e-21,1.414464517107909956e-20,1.437091448270395924e-19
2.941326658322903853e+01,1.409925195263660887e-26,1.833793526457470051e-24,6.856162287454751439e-24,8.256442744093023926e-23,1.027238584604790565e-21,1.151382077308516160e-20,1.178922663172509731e-19
2.946320400500625780e+01,1.106124883581506824e-26,1.635755618372706784e-24,5.886284814270850014e-24,6.614271007041388157e-23,8.293839958867893178e-22,9.365984349003420003e-21,9.664698514737493118e-20
2.951314142678348063e+01,8.672443883412612792e-27,1.546294768068666567e-24,5.139131524004291515e-24,5.296690503600614985e-23,6.691943070012625196e-22,7.613671655948984332e-21,7.917597872970369206e-20
2.956307884856070345e+01,6.795291307441685123e-27,1.609416279862373236e-24,4.552791238234985214e-24,4.241679469861250543e-23,5.395842805840370398e-22,6.185030731202275201e-21,6.481876589661160859e-20
2.961301627033792272e+01,5.321130439157050318e-27,1.844936380787158904e-24,4.078466586857180099e-24,3.398663893552712326e-23,4.347850376884297773e-22,5.021077010890165577e-21,5.302861905998967407e-20
2.966295369211514554e+01,4.164175032738797196e-27,2.232800016285629267e-24,3.679962306097838371e-24,2.726683767835558192e-23,3.501028888295989793e-22,4.073423333109659919e-21,4.335330141899801439e-20
2.971289111389236481e+01,3.256741525277659898e-27,2.708924700192105456e-24,3.332920478307563360e-24,2.192606787840124145e-23,2.817216664398365720e-22,3.302404159213638558e-21,3.541900775601303117e-20
2.976282853566958764e+01,2.545463373744031342e-27,3.175920695306946128e-24,3.023792254454836435e-24,1.769569912812834690e-23,2.265409993460760648e-22,2.675526630790791973e-21,2.891698623071248700e-20
2.981276595744681046e+01,1.988289678880036118e-27,3.526978641055944285e-24,2.748583608569909731e-24,1.435713443824992880e-23,1.820440450428190242e-22,2.166192441251380031e-21,2.359240206773909328e-20
2.986270337922402973e+01,1.552107182913798700e-27,3.676721595819535982e-24,2.510761449026708334e-24,1.173182646570644146e-23,1.461893848064331978e-22,1.752644043161181593e-21,1.923507449192076391e-20
2.991264080100125256e+01,1.210857411484260798e-27,3.589090361489533187e-24,2.319531051825091892e-24,9.673447379360463933e-24,1.173225800763113636e-22,1.417096459307849212e-21,1.567177765900228197e-20
2.996257822277847538e+01,9.440468445000571813e-28,3.290833798932279091e-24,2.187763788920574503e-24,8.062213487286088163e-24,9.410377594000212512e-23,1.145022457340373875e-21,1.275984636971331171e-20
3.001251564455569465e+01,7.355688518360730765e-28,2.862356222589028999e-24,2.124756742409057983e-24,6.800425818432064434e-24,7.544845703867201248e-23,9.245644312165060159e-22,1.038186947374174124e-20
3.006245306633291747e+01,5.727727670983572804e-28,2.406862858997621895e-24,2.136541374078385595e-24,5.808893601958870539e-24,6.047899712882216563e-23,7.460507837589800746e-22,8.441289285115890184e-21
3.011239048811013674e+01,4.457287386211816587e-28,2.011323264075801517e-24,2.220901349330335336e-24,5.024448994763887245e-24,4.848520161980750104e-23,6.015988648042885238e-22,6.858755090520560591e-21
3.016232790988735957e+01,3.466475673151040672e-28,1.718058384199997236e-24,2.363226125118630636e-24,4.398131967064403667e-24,3.889216312994567884e-23,4.847886928954454198e-22,5.569103825118477143e-21
3.021226533166458239e+01,2.694231578694164513e-28,1.520538684448510154e-24,2.518547120639260762e-24,3.893464997069446520e-24,3.123430485627309080e-23,3.903954960539049612e-22,4.518861947355396717e-21
3.026220275344180166e+01,2.092719072836297102e-28,1.382114019958049268e-24,2.702948202632027619e-24,3.484642381581301364e-24,2.513433989139117376e-23,3.141703681271846567e-22,3.664180108487900055e-21
3.031214017521902448e+01,1.624486803526300472e-28,1.263511166216979432e-24,2.858689798124086409e-24,3.154638488719194172e-24,2.028630061614967283e-23,2.526605777602869134e-22,2.969126931180573460e-21
3.036207759699624731e+01,1.260232536412429461e-28,1.143100351799176227e-24,2.948525680516886277e-24,2.893174935781396898e-24,1.644190655423774690e-23,2.030624447767835731e-22,2.404280519074472666e-21
3.041201501877346658e+01,9.770446997652806854e-29,1.021207313468630765e-24,2.960118022372714450e-24,2.694731686238959240e-24,1.339969246886033115e-23,1.631009472822369650e-22,1.945566581741178577e-21
3.046195244055068940e+01,7.570201217292898063e-29,9.106242194927895720e-25,2.894927411321119922e-24,2.555502321131866980e-24,1.099613579317846902e-23,1.309312752097229763e-22,1.573300761741307411e-21
3.051188986232791223e+01,5.861781938110219148e-29,8.226820148463767531e-25,2.761932928108081446e-24,2.472204205615417660e-24,9.099532680074900959e-24,1.050583679798598204e-22,1.271399867135220330e-21
3.056182728410513150e+01,4.536084523719203681e-29,7.600320836614695880e-25,2.577651174088070107e-24,2.440079961869951878e-24,7.603336211297079768e-24,8.427122611874488525e-23,1.026732670537405609e-21
3.061176470588235432e+01,3.508018406727375351e-29,7.212033916873676070e-25,2.362392687488655255e-24,2.451369578047362267e-24,6.422806055898805699e-24,6.758932352131406142e-23,8.285859440959664827e-22
3.066170212765957359e+01,2.711264161504534894e-29,7.100153515733593820e-25,2.135839290333629706e-24,2.495053269170750171e-24,5.490789180621082489e-24,5.421896652822056690e-23,6.682255840704268212e-22
3.071163954943679641e+01,2.094165730382137069e-29,7.386500526389718370e-25,1.913805239321250616e-24,2.557369455618209593e-24,4.754923842353215690e-24,4.351777883147595027e-23,5.385363615498777820e-22
3.076157697121401924e+01,1.616514141625972143e-29,8.183977115958082191e-25,1.706875911057871116e-24,2.623071894449674700e-24,4.175002294841191687e-24,3.496591437797727238e-23,4.337261151476085656e-22
3.081151439299123851e+01,1.247030894797644989e-29,9.450174666289317541e-25,1.520749377984724250e-24,2.677188184656470861e-24,3.720548216393692856e-24,2.814270169368773445e-23,3.490830346207752607e-22
3.086145181476846133e+01,9.614000999221548573e-30,1.091897275329370839e-24,1.357609289588775699e-24,2.706877578899881038e-24,3.368624463790668225e-24,2.270779087682750790e-23,2.807770625304795355e-22
3.091138923654568416e+01,7.407307223347999132e-30,1.218206668241766157e-24,1.217842161375407009e-24,2.702960618990880138e-24,3.101794888599445251e-24,1.838594135147163466e-23,2.256970941450464962e-22
3.096132665832290343e+01,5.703557148178184950e-30,1.287666109712521994e-24,1.101449396000025750e-24,2.660810446538378853e-24,2.906329901431543785e-24,1.495477456339891528e-23,1.813177411612123740e-22
3.101126408010012625e+01,4.388948472234353039e-30,1.287155125291310531e-24,1.008917375757347487e-24,2.580460695768341304e-24,2.770645842217086266e-24,1.223491273651485738e-23,1.455903988672438282e-22
3.106120150187734907e+01,3.375238076625568177e-30,1.236465566099674083e-24,9.413682368581618475e-25,2.465992540075297699e-24,2.684114813612215077e-24,1.008202092601603440e-23,1.168542458546778012e-22
3.111113892365456834e+01,2.594045481699641424e-30,1.185612576279950107e-24,9.000265255535466962e-25,2.324425718033301131e-24,2.636282017727829788e-24,8.380361658966052947e-24,9.376359378129399751e-23
3.116107634543179117e+01,1.992415932346004652e-30,1.199281330158319920e-24,8.852131935154836138e-25,2.164391930061339401e-24,2.616502398446090949e-24,7.037531016606844972e-24,7.522864612890146128e-23
3.121101376720901044e+01,1.529366843234758838e-30,1.331015641690764436e-24,8.953594117140752502e-25,1.995357521798132598e-24,2.614016721533812766e-24,5.980119871522287006e-24,6.036724519517629652e-23
3.126095118898623326e+01,1.173201419826280136e-30,1.597580466334016593e-24,9.264254788140932288e-25,1.824494764178500570e-24,2.618320497672483178e-24,5.150074963775538037e-24,4.846561693196206121e-23
3.131088861076345609e+01,8.994204013158621597e-31,1.969430431272921191e-24,9.722509253414862209e-25,1.660012671185086054e-24,2.619738269878969465e-24,4.501633319038649444e-24,3.894647869879704477e-23
3.136082603254067536e+01,6.890998156344931060e-31,2.385853858473390709e-24,1.025844458875336286e-24,1.507640431125102000e-24,2.610063028994995922e-24,3.998721861116251564e-24,3.134316339032369743e-23
3.141076345431789818e+01,5.276315761897028349e-31,2.784754397427164398e-24,1.081342451142234680e-24,1.371715782548652514e-24,2.583100519321310502e-24,3.612746564525247041e-24,2.527865057142683493e-23
3.146070087609512100e+01,4.037464040915721702e-31,3.124578097993969286e-24,1.135959636388284305e-24,1.255326334158213497e-24,2.534992387848929499e-24,3.320766038717734573e-24,2.044858727454616751e-23
3.151063829787234027e+01,3.087562813348655356e-31,3.383752659284102530e-24,1.191941385491417022e-24,1.160414647118126246e-24,2.464380665415620763e-24,3.103882706723784959e-24,1.660754446515162798e-23
3.156057571964956310e+01,2.359674943026498187e-31,3.544707943859954861e-24,1.256715518655122849e-24,1.087887556487823205e-24,2.372311262403544403e-24,2.946269673359560921e-24,1.355788207012292526e-23
3.161051314142678592e+01,1.802261498595480431e-31,3.584106856226113224e-24,1.340825784924436547e-24,1.037671768126030828e-24,2.261784708568338187e-24,2.834097249712179718e-24,1.114071706693344680e-23
3.166045056320400519e+01,1.375664956246582194e-31,3.484437226115782576e-24,1.454819373278481559e-24,1.008754091665390602e-24,2.137106286999754844e-24,2.755311057311639221e-24,9.230136297953685206e-24
3.171038798498122802e+01,1.049389678483418061e-31,3.259508060869720927e-24,1.605128040798575457e-24,9.993277082798131636e-25,2.003252656614356638e-24,2.699086144609734576e-24,7.725412661534782069e-24
3.176032540675844729e+01,8.000002953601875218e-32,2.968496869441943266e-24,1.795380549994418444e-24,1.007101257031469171e-24,1.865393851320772093e-24,2.655781782069454655e-24,6.541958556229431499e-24
3.181026282853567011e+01,6.094986546663487018e-32,2.698694032385809083e-24,2.017659477994249504e-24,1.028497423271236235e-24,1.728590297971822707e-24,2.617103640491592046e-24,5.610996367682802219e-24
3.186020025031289293e+01,4.640711819790134738e-32,2.523272800999876155e-24,2.259099873267923863e-24,1.064200457786878980e-24,1.597596638745340153e-24,2.576240102148699130e-24,4.880930386567607119e-24
3.191013767209011220e+01,3.531227469731954960e-32,2.463112005592632706e-24,2.501525819215606682e-24,1.112579358877706286e-24,1.476648691368412838e-24,2.527975476231139830e-24,4.312648254990572572e-24
3.196007509386733503e+01,2.685319917703177915e-32,2.478892460727404285e-24,2.724351478003459591e-24,1.173145253669770608e-24,1.369760140140736866e-24,2.468840465782139163e-24,3.874289633940899416e-24
3.201001251564455430e+01,2.040777309864686544e-32,2.498498736666193533e-24,2.908218083636931267e-24,1.247215038955648376e-24,1.278050658557323472e-24,2.396924311157139003e-24,3.538971075558059966e-24
3.205994993742177712e+01,1.549974116388863574e-32,2.459041555079903990e-24,3.038471750025932494e-24,1.337109294249049100e-24,1.204842238439649640e-24,2.311878466239386168e-24,3.284119990986117781e-24
3.210988735919899995e+01,1.176474503331110914e-32,2.341319586212410762e-24,3.107896930482190859e-24,1.445744352362361814e-24,1.150038430903910877e-24,2.214798510512067610e-24,3.090978409837608490e-24
3.215982478097622277e+01,8.924211169860406035e-33,2.181813545404913036e-24,3.117923154073299867e-24,1.563677745871964371e-24,1.113697481154868573e-24,2.107909474299116598e-24,2.943990839081126453e-24
3.220976220275344559e+01,6.765289753837389563e-33,2.058036569854310607e-24,3.077871343376884373e-24,1.702691965392516777e-24,1.095381241110363901e-24,1.994222197351082612e-24,2.830201002062031736e-24
3.225969962453066131e+01,5.125452470657076534e-33,2.051690632014525054e-24,3.002174409743006230e-24,1.871100844626913133e-24,1.094342598234455666e-24,1.877223922097662888e-24,2.738854853050204694e-24
3.230963704630788413e+01,3.880674922582728755e-33,2.204526829842841309e-24,2.906515159590129245e-24,2.056565152061830024e-24,1.109815795038667084e-24,1.760598432633695628e-24,2.661099442371069468e-24
3.235957446808510696e+01,2.936375303192414312e-33,2.490747303329531791e-24,2.804194749502317940e-24,2.244056024437737446e-24,1.141176005605825855e-24,1.647961746076838887e-24,2.589824336829379750e-24
3.240951188986232978e+01,2.220471003548127853e-33,2.824881607672493960e-24,2.704074116189248147e-24,2.422542297594855000e-24,1.188279937170418348e-24,1.542648409880657006e-24,2.519554387052866205e-24
3.245944931163955260e+01,1.678061582165907301e-33,3.102193090202616280e-24,2.610808280026143007e-24,2.583117466861235748e-24,1.250724642105485110e-24,1.447552170427257655e-24,2.446359506481782941e-24
3.250938673341676832e+01,1.267359802073247314e-33,3.245973237410080102e-24,2.526955706576272217e-24,2.718093083100442038e-24,1.328529225251902340e-24,1.365022023635876278e-24,2.367754074452812891e-24
3.255932415519399115e+01,9.565798018168439124e-34,3.232925022869014529e-24,2.455700952378811082e-24,2.821634694531219713e-24,1.422114015172045211e-24,1.296832549193135642e-24,2.282569936898095609e-24
3.260926157697121397e+01,7.215588036765146888e-34,3.086617736420850132e-24,2.403112965850106563e-24,2.890574821778928415e-24,1.531383750510218334e-24,1.244208992070115882e-24,2.190794456135691277e-24
3.265919899874843679e+01,5.439406277574974820e-34,2.852107082712047619e-24,2.377636817606300608e-24,2.924769623364852918e-24,1.655355819939771077e-24,1.207901443351846657e-24,2.093377068459148539e-24
3.270913642052565962e+01,4.097892028539267773e-34,2.573045407116738504e-24,2.386172802270006730e-24,2.926916470090010977e-24,1.791865076789731897e-24,1.188280151870501028e-24,1.992017190241188915e-24
3.275907384230288244e+01,3.085309735938276958e-34,2.283071464431415169e-24,2.430391546405286525e-24,2.901961338327760449e-24,1.937396577405375593e-24,1.185446794193941608e-24,1.888939729977194139e-24
3.280901126408009816e+01,2.321487089653909859e-34,2.008190414180100962e-24,2.505511329909086064e-24,2.856309194576593925e-24,2.087170947835671477e-24,1.199309360250625852e-24,1.786677756116323355e-24
3.285894868585732098e+01,1.745673506915590641e-34,1.772541692374478060e-24,2.599650594220800076e-24,2.797071413383728942e-24,2.235505938066142609e-24,1.229650286324149779e-24,1.687872941940397997e-24
3.290888610763454381e+01,1.311864603046277788e-34,1.601988589106693242e-24,2.695817844235620505e-24,2.731470605824743670e-24,2.376350532850004169e-24,1.276176013801275660e-24,1.595102474229815889e-24
3.295882352941176663e+01,9.852450283852227700e-35,1.523879318568196785e-24,2.775106641001227137e-24,2.666439167819250836e-24,2.503911428417213460e-24,1.338479709424632631e-24,1.510752443918528394e-24
3.300876095118898945e+01,7.394839205471669660e-35,1.560112341759430092e-24,2.820181253973710863e-24,2.608288261692153454e-24,2.613248655517878565e-24,1.415890235373458853e-24,1.436913763809000269e-24
3.305869837296620517e+01,5.546799439980828091e-35,1.713882749776414226e-24,2.818845267717745093e-24,2.562403313309080215e-24,2.700747587938783805e-24,1.507573888565934480e-24,1.375336254908451178e-24
3.310863579474342799e+01,4.158009104642525815e-35,1.957266306626471058e-24,2.766880280600701627e-24,2.532866705858934012e-24,2.764399615755084604e-24,1.611932350581482410e-24,1.327406985052236297e-24
3.315857321652065082e+01,3.114997151353747237e-35,2.230570738732587193e-24,2.667379445167954420e-24,2.521952747641344385e-24,2.803920729787568691e-24,1.726933774536633683e-24,1.294159024452756396e-24
3.320851063829787364e+01,2.332164158470732607e-35,2.459084976718387855e-24,2.532273200472393740e-24,2.529624892936422065e-24,2.820699588830356125e-24,1.849851849928924262e-24,1.276296270519085571e-24
3.325844806007509646e+01,1.744977471861287015e-35,2.581216653825558657e-24,2.378436978924399812e-24,2.551378808954976071e-24,2.817597386074623810e-24,1.977389356062207642e-24,1.274223831162796393e-24
3.330838548185231929e+01,1.304817513419258436e-35,2.572835231739426074e-24,2.225470716192945605e-24,2.585834092935860284e-24,2.798620416011500547e-24,2.105721647243646227e-24,1.288073349365637628e-24
3.335832290362953501e+01,9.750771402452344021e-36,2.453115929388625916e-24,2.092778024613965293e-24,2.624796639098437932e-24,2.768488152527315064e-24,2.230782065310367471e-24,1.317713291472380165e-24
3.340826032540675783e+01,7.282113063784453267e-36,2.268889802230694675e-24,1.996514521552315715e-24,2.658734604236477431e-24,2.732245563447248892e-24,2.348534210518496315e-24,1.362743207479172024e-24
3.345819774718398065e+01,5.435069541469436613e-36,2.067750391714545991e-24,1.946701198907577212e-24,2.679585418903189569e-24,2.694990131133543825e-24,2.455267036736641821e-24,1.422470019228631094e-24
3.350813516896120348e+01,4.053984070080308364e-36,1.878401753576427834e-24,1.945282428843245477e-24,2.680926426128710227e-24,2.660564165361864507e-24,2.547894206133890140e-24,1.495871377213452415e-24
3.355807259073842630e+01,3.021956547564136519e-36,1.707767391029585994e-24,1.985554531236250826e-24,2.658880075833382499e-24,2.633357046863649651e-24,2.624193340549040285e-24,1.581548949638661052e-24
3.360801001251564202e+01,2.251249544055388814e-36,1.551448036099079931e-24,2.053427740782453333e-24,2.612890762240208243e-24,2.614689620021569113e-24,2.682971699019985849e-24,1.677682348637496824e-24
3.365794743429286484e+01,1.676055151912969199e-36,1.405715609447703467e-24,2.130357145700402790e-24,2.545956285989087383e-24,2.605586082878036006e-24,2.724138562035265790e-24,1.782026477996748143e-24
3.370788485607008766e+01,1.247045265145492471e-36,1.272264975399822984e-24,2.197263280061699865e-24,2.464224004454740704e-24,2.605306647816427766e-24,2.748672757947235675e-24,1.891954159409264374e-24
3.375782227784731049e+01,9.272682190175092088e-37,1.156100067166067292e-24,2.238280945565493938e-24,2.376019459101094854e-24,2.611640700311771743e-24,2.758601543076185613e-24,2.004539167639929302e-24
3.380775969962453331e+01,6.890611703738294533e-37,1.061928726398719859e-24,2.243377322278897963e-24,2.290486231725692051e-24,2.621217302782713224e-24,2.756406154375790668e-24,2.116697478382083944e-24
3.385769712140175614e+01,5.117282875382748542e-37,9.931004689003753506e-25,2.209264979364390291e-24,2.216071498240255255e-24,2.629968739220654341e-24,2.745209901313277975e-24,2.225324841897510006e-24
3.390763454317897185e+01,3.797959392710308415e-37,9.514440634128764365e-25,2.138683672007209434e-24,2.159145261114773226e-24,2.633708813174002756e-24,2.728382122276109837e-24,2.327479506256933028e-24
3.395757196495619468e+01,2.817023397961875404e-37,9.357699867647359994e-25,2.038546208444484564e-24,2.122981014290816209e-24,2.628761666107137536e-24,2.709101570656798043e-24,2.420558356495397506e-24
3.400750938673341750e+01,2.088141075412536384e-37,9.394997951528885638e-25,1.917849194131662071e-24,2.109377063317839995e-24,2.612544246827278704e-24,2.690082733114703088e-24,2.502460562206916020e-24
3.405744680851064032e+01,1.546886550615701244e-37,9.506542483302334120e-25,1.785868673921224359e-24,2.112695810365844940e-24,2.583980998481973232e-24,2.673356543726497445e-24,2.571716976811844384e-24
3.410738423028786315e+01,1.145213174764721881e-37,9.552834710691121164e-25,1.651026958226728666e-24,2.124230115360390234e-24,2.543677580479791825e-24,2.660111522659310699e-24,2.627570368793454116e-24
3.415732165206507887e+01,8.473121863490117161e-38,9.419863902816598675e-25,1.520389351310530530e-24,2.137134711037146627e-24,2.493846645252083684e-24,2.650623253813670566e-24,2.670001851141708803e-24
3.420725907384230169e+01,6.265126071759071572e-38,9.046832970333337946e-25,1.399558168990375850e-24,2.144873724639275865e-24,2.437962862765934812e-24,2.644288595766483382e-24,2.699696540419642598e-24
3.425719649561952451e+01,4.629620810940965297e-38,8.426121913879415828e-25,1.292462429176475123e-24,2.140968338851980528e-24,2.380216914398623854e-24,2.639760647875322564e-24,2.717948061945517368e-24
3.430713391739674734e+01,3.418930507478224547e-38,7.580364229018523809e-25,1.201457356119291849e-24,2.120295125425062917e-24,2.324849602709452344e-24,2.635180875035376720e-24,2.726511042057680739e-24
3.435707133917397016e+01,2.523273754008274745e-38,6.527185505846183959e-25,1.127418615765668327e-24,2.080080298167054949e-24,2.275490936662014682e-24,2.628468825481209578e-24,2.727417955381451941e-24
3.440700876095119298e+01,1.861091442561106348e-38,5.287125564059510784e-25,1.069437483114570614e-24,2.020108854086052040e-24,2.234576740479399997e-24,2.617663712923232047e-24,2.722779527046544725e-24
3.445694618272840870e+01,1.371830009350564557e-38,3.951541120462297952e-25,1.024782076229914620e-24,1.942380842259469366e-24,2.203002740169323574e-24,2.601219553153151746e-24,2.714587819078241745e-24
3.450688360450563152e+01,1.010560062253501959e-38,2.727926264061314789e-25,9.891266860218209988e-25,1.850564563282572625e-24,2.180023073268256430e-24,2.578237935083909160e-24,2.704538243319998268e-24
3.455682102628285435e+01,7.439662041096824026e-39,1.921619169026385533e-25,9.572088420535030304e-25,1.749342186894877898e-24,2.163429234516993543e-24,2.548607896866028637e-24,2.693890443327775320e-24
3.460675844806007717e+01,5.473605952281945689e-39,1.879594114033282042e-25,9.239756011553766265e-25,1.643724987207028819e-24,2.149942531078886347e-24,2.513030480827065750e-24,2.683393047473125246e-24
3.465669586983729999e+01,4.024603455458100523e-39,2.893450404288584757e-25,8.836975022697932137e-25,1.538465497218629598e-24,2.135733932622271040e-24,2.472879486976812413e-24,2.673269498055696474e-24
3.470663329161451571e+01,2.957344425339001255e-39,5.056587457076355462e-25,8.337226017791681958e-25,1.437601934522455965e-24,2.116988324898353754e-24,2.430095598284021846e-24,2.663260250862759067e-24
3.475657071339173854e+01,2.171750668436285167e-39,8.146652554670906019e-25,7.727361083220563565e-25,1.344133721974060670e-24,2.090359397487608140e-24,2.386681212376201186e-24,2.652724382920488915e-24
3.480650813516896136e+01,1.593849334186425182e-39,1.163427931115892276e-24,7.062753922100489311e-25,1.261107834481522843e-24,2.053404905684058254e-24,2.344586299093103523e-24,2.640786109852526850e-24
3.485644555694618418e+01,1.168998117527878779e-39,1.483188991779599068e-24,6.305451467423782369e-25,1.186409078071369438e-24,2.004836917841184707e-24,2.305318525495672833e-24,2.626505784166672183e-24
3.490638297872340701e+01,8.568594745381477116e-40,1.709010026503013991e-24,5.577327507833842100e-25,1.120054282748486568e-24,1.944571770085541435e-24,2.269735098271301608e-24,2.609049056385932061e-24
3.495632040050062983e+01,6.276747229941611776e-40,1.795122470230828963e-24,5.005846797265829424e-25,1.061227447071847239e-24,1.873670623645616064e-24,2.237922906371346002e-24,2.587831168632801310e-24
3.500625782227784555e+01,4.595036028587417291e-40,1.727897951942267088e-24,4.710880606492119041e-25,1.007577460103872344e-24,1.794119820825120421e-24,2.209191510981650279e-24,2.562615265274090519e-24
3.505619524405506837e+01,3.361804445954479571e-40,1.540539631226923794e-24,4.799123342774718519e-25,9.564091568118613827e-25,1.708562538776859630e-24,2.182184469839708098e-24,2.533553405814365927e-24
3.510613266583229120e+01,2.458018903061784404e-40,1.321168783939715782e-24,5.335648398072649025e-25,9.054218976648183814e-25,1.619759142603630955e-24,2.155074537680397951e-24,2.501158340093417319e-24
3.515607008760951402e+01,1.796086442418358326e-40,1.194665456414902992e-24,6.318234471313621616e-25,8.540058732348610178e-25,1.529405514449907825e-24,2.125817165904373386e-24,2.466229650361532047e-24
3.520600750938673684e+01,1.311591205091473081e-40,1.270813097504195313e-24,7.664653172390703672e-25,8.027365982451247287e-25,1.442526180014775307e-24,2.092426380718205698e-24,2.429753916164907622e-24
3.525594493116395256e+01,9.571918715430507701e-41,1.582932210286429719e-24,9.220341174347194695e-25,7.520399691426898613e-25,1.358546440527058721e-24,2.053221674647021852e-24,2.392750184693551888e-24
3.530588235294117538e+01,6.981178668609942690e-41,2.060015955133850726e-24,1.078935772945201220e-24,7.035360431312503274e-25,1.279067439809465023e-24,2.007018219077158189e-24,2.356089694598538944e-24
3.535581977471839821e+01,5.088476217315567489e-41,2.557384558839906044e-24,1.218321086506416815e-24,6.594637062234579478e-25,1.204736065742307394e-24,1.953264156348896461e-24,2.320355489680253533e-24
3.540575719649562103e+01,3.706602292667581656e-41,2.929698046635123042e-24,1.327500917026517972e-24,6.269138082833294451e-25,1.135595741437045669e-24,1.892034766698134335e-24,2.285760106958348745e-24
3.545569461827284385e+01,2.698320146668399904e-41,3.101355670610089443e-24,1.404156898454907640e-24,6.132330942576989324e-25,1.071228043376651802e-24,1.824040755855107135e-24,2.252122817492898230e-24
3.550563204005006668e+01,1.963089982509106819e-41,3.094585616200300922e-24,1.457607551486329676e-24,6.226573662256279338e-25,1.010947313711528720e-24,1.750481031566078312e-24,2.218865347925573025e-24
3.555556946182728240e+01,1.427303013590236893e-41,3.002756344057252915e-24,1.506210042874307142e-24,6.569315475365078902e-25,9.540775586656748887e-25,1.672859812123326955e-24,2.185130855221322864e-24
3.560550688360450522e+01,1.037101837146801743e-41,2.928197496428781067e-24,1.570385126113681527e-24,7.152264339798281433e-25,9.002687709766768706e-25,1.592824984457368689e-24,2.149853525302994463e-24
3.565544430538172804e+01,7.531055868067850833e-42,2.921915084725559615e-24,1.665939084255868388e-24,7.940441207950533057e-25,8.497477546319775972e-25,1.512005743167523017e-24,2.111902970231086552e-24
3.570538172715895087e+01,5.465370145094989845e-42,2.959688647462889348e-24,1.800551698639001206e-24,8.877713049794389610e-25,8.034785957074023427e-25,1.431865571331259260e-24,2.070228997348566655e-24
3.575531914893617369e+01,3.963807324196290082e-42,2.965846076551200926e-24,1.971532243477785005e-24,9.898257418717326795e-25,7.631794981754373972e-25,1.353608127257102962e-24,2.023978838543939677e-24
3.580525657071338941e+01,2.872994129974633657e-42,2.866081641333118044e-24,2.165150349088144533e-24,1.094101134889447025e-24,7.311684262575599620e-25,1.278129193239734438e-24,1.972606128673435337e-24
3.585519399249061223e+01,2.081067572128808137e-42,2.635073652376080133e-24,2.361338557628052704e-24,1.196337109928493041e-24,7.100603622443908312e-25,1.206026738715080525e-24,1.915913942170028678e-24
3.590513141426783505e+01,1.506492148778159076e-42,2.312513704268660024e-24,2.539880379209262613e-24,1.295008316432966345e-24,7.023489535347257832e-25,1.137662922797379709e-24,1.854349378053297972e-24
3.595506883604505788e+01,1.089875294895257770e-42,1.982297661580817377e-24,2.685888896012049687e-24,1.391470048017945998e-24,7.099734452166519518e-25,1.073269446243799804e-24,1.788654932658668829e-24
3.600500625782228070e+01,7.879814406711535853e-43,1.728428257609338802e-24,2.792032889370543068e-24,1.489286647309935702e-24,7.339574293888433826e-25,1.013084091789671282e-24,1.719144175262968974e-24
3.605494367959950353e+01,5.693566717736926606e-43,1.592154572146286269e-24,2.856762089636378368e-24,1.592943801678001793e-24,7.742094716928066770e-25,9.574900827959804325e-25,1.646179961002988195e-24
3.610488110137671924e+01,4.111333060819245523e-43,1.555202230670156545e-24,2.880823833557969032e-24,1.706242958913223867e-24,8.295481708543620423e-25,9.070413600019056633e-25,1.570934656652131773e-24
3.615481852315394207e+01,2.966941595713197527e-43,1.559634662959340325e-24,2.865116041676740707e-24,1.830964039442160781e-24,8.979156889876627638e-25,8.626077521280338831e-25,1.494762950838921241e-24
3.620475594493116489e+01,2.139760470576772608e-43,1.550234565959793185e-24,2.809070361442385344e-24,1.966114046747874457e-24,9.768068834803820531e-25,8.253489598074479810e-25,1.418920154784530777e-24
